Modelo,Tiempo promedio, Score promedio
MLP,14.747859641333333,0.8799352988750827
LR,3.596136549433333,0.8969193441658698
DT,4.313335565766667,0.8970663921770454
SVM,144.35623537570004,0.8936107639144176
